stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
169.0,30/01/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,74.0,159.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-01-30
169.0,2/1/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,36.0,124.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-01-02
169.0,2/6/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7.0,18.0,97.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-02
169.0,2/8/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,12.0,232.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-08-02
169.0,13/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8.0,6.0,102.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-13
169.0,15/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,7.0,157.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-15
169.0,21/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,43.0,167.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-21
169.0,22/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10.0,37.0,121.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-22
169.0,28/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,7.0,122.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-28
169.0,3/1/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,24.0,63.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-01-03
169.0,3/6/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,25.0,120.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-03
169.0,3/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6.0,5.0,173.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-03
169.0,14/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,43.0,275.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-03-14
169.0,19/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,33.0,135.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-03-19
169.0,21/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,83.0,302.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-21
169.0,27/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,36.0,188.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-03-27
169.0,29/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,44.0,111.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-03-29
169.0,4/2/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,41.0,85.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-04
169.0,4/9/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,14.0,63.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-04
169.0,4/11/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,14.0,68.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-11-04
169.0,16/04/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6.0,38.0,116.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-04-16
169.0,19/04/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,10.0,215.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-04-19
169.0,30/04/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,28.0,127.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-04-30
169.0,5/2/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,28.0,129.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-05
169.0,5/4/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10.0,20.0,89.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-04-05
169.0,5/7/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,22.0,92.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-05
169.0,5/9/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,9.0,89.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-05
169.0,14/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",13.0,23.0,92.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-05-14
169.0,17/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7.0,5.0,73.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-05-17
169.0,21/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,9.0,72.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-05-21
169.0,28/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,5.0,92.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-05-28
169.0,6/4/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,5.0,76.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-04-06
169.0,6/11/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,5.0,76.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-11-06
169.0,14/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,5.0,59.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-14
169.0,18/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,8.0,70.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-18
169.0,20/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,5.0,88.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-20
169.0,25/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,10.0,65.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-25
169.0,27/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,12.0,59.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-27
169.0,29/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6.0,6.0,53.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-29
169.0,7/2/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,11.0,51.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-07
169.0,7/6/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,6.0,60.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-07
169.0,7/9/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,15.0,83.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-07
169.0,7/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,19.0,61.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-07
169.0,16/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7.0,13.0,67.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-16
169.0,18/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10.0,10.0,71.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-18
169.0,23/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,14.0,77.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-23
169.0,25/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10.0,12.0,68.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-25
169.0,8/1/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,17.0,54.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-01-08
169.0,8/6/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6.0,8.0,35.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-06-08
169.0,8/8/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9.0,5.0,50.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-08-08
169.0,13/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12.0,9.0,47.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-08-13
169.0,20/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,12.0,88.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-08-20
169.0,23/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6.0,18.0,93.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-08-23
169.0,9/4/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,10.0,44.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-04-09
169.0,9/11/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,12.0,86.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-11-09
169.0,13/09/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,20.0,76.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-13
169.0,20/09/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,22.0,101.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-20
169.0,24/09/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,19.0,84.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-24
169.0,26/09/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,20.0,74.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-26
169.0,11/2/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4.0,41.0,133.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-02-11
169.0,11/5/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,29.0,187.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-05-11
169.0,11/7/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,21.0,151.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-11
169.0,11/9/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,31.0,174.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-09-11
169.0,19/11/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8.0,24.0,198.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-11-19
169.0,21/11/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5.0,33.0,170.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-11-21
169.0,29/11/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,12.0,210.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-11-29
169.0,12/3/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,29.0,213.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-03-12
169.0,12/7/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,27.0,202.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-07-12
169.0,12/10/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,11.0,116.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-10-12
169.0,12/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,18.0,167.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-12
169.0,14/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,15.0,148.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-14
169.0,17/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,6.0,196.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-17
169.0,19/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2.0,6.0,217.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-19
169.0,21/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3.0,11.0,205.0,,"Bank of India, Kalbadevi Branch, Kalbadevi, Mumbai",,2012-12-21
170.0,1/3/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,12.0,39.0,267.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-01
170.0,1/5/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,32.0,285.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-01
170.0,1/10/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,5.0,32.0,279.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-10-01
170.0,1/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,71.0,289.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-12-01
170.0,17/01/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,14.0,195.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-01-17
170.0,19/01/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,27.0,184.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-01-19
170.0,27/01/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,66.0,167.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-01-27
170.0,31/01/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,35.0,16.0,228.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-01-31
170.0,2/2/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,17.0,259.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-02
170.0,2/7/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,11.0,219.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-02
170.0,2/9/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,23.0,276.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-09-02
170.0,14/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,14.0,245.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-14
170.0,20/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,73.0,296.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-20
170.0,22/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,14.0,265.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-22
170.0,24/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,10.0,300.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-24
170.0,28/02/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,13.0,176.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-28
170.0,3/5/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,22.0,145.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-03
170.0,13/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,11.0,40.0,297.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-13
170.0,15/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,20.0,255.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-15
170.0,22/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,14.0,266.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-22
170.0,26/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,16.0,216.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-26
170.0,28/03/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,28.0,219.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-28
170.0,4/3/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,5.0,16.0,146.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-04
170.0,4/10/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,5.0,35.0,42.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-10-04
170.0,18/04/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,14.0,81.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-04-18
170.0,30/04/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,55.0,67.0,43.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-04-30
170.0,5/3/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,17.0,14.0,58.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-05
170.0,5/8/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,8.0,75.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-08-05
170.0,5/10/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,10.0,96.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-10-05
170.0,15/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,14.0,73.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-15
170.0,22/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,9.0,10.0,75.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-22
170.0,24/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,7.0,71.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-24
170.0,29/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,5.0,68.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-29
170.0,31/05/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,10.0,80.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-31
170.0,6/5/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,5.0,61.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-06
170.0,6/7/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,6.0,85.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-06
170.0,6/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,9.0,70.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-12-06
170.0,19/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,7.0,66.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-06-19
170.0,21/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,16.0,7.0,79.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-06-21
170.0,26/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,12.0,78.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-06-26
170.0,28/06/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,16.0,70.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-06-28
170.0,7/3/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,8.0,12.0,47.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-03-07
170.0,7/5/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,8.0,35.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-05-07
170.0,7/10/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,5.0,7.0,76.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-10-07
170.0,13/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,18.0,99.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-13
170.0,17/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,11.0,48.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-17
170.0,19/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,13.0,60.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-19
170.0,24/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,11.0,73.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-24
170.0,26/07/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,5.0,63.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-26
170.0,8/2/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,3.0,10.0,77.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-02-08
170.0,8/7/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,6.0,9.0,56.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-07-08
170.0,16/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,11.0,8.0,101.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-08-16
170.0,22/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,9.0,46.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-08-22
170.0,28/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,5.0,13.0,40.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-08-28
170.0,30/08/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,7.0,12.0,36.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-08-30
170.0,9/10/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,12.0,11.0,61.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-10-09
170.0,9/12/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,20.0,85.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-12-09
170.0,14/09/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,4.0,18.0,45.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-09-14
170.0,18/09/2012,Maharashtra,Mumbai,National Environmental Engineering Research Institute,Industrial Area,2.0,20.0,64.0,,"Parel T.T., BMC Southward Office, DR. Ambedkar Road, Mumbai",,2012-09-18
